source_filename,normalized_identifier,raw_identifier,first_page,detection_rule,original_csv_match,final_catalog_product_id,disposition,disposition_basis,rule_id,canonical_product_id,owner_review_required,rationale,evidence_locator
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,FIG21,Fig.21,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.13
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,FIG3,Fig.3,6,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.6
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,FIG4,Fig.4,8,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.8
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,FIG5,Fig.5,8,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.8
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,FIG6,Fig.6,9,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.9
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,FIG7,Fig.7,9,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.9
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,FIG8,Fig.8,9,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.9
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,FIG9,Fig.9,9,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.9
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,MARKER1234,marker1/2/3/4,10,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.10
1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf,T1WEIGHED,T1-weighed,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-054,,false,"Micro-Tech Y-shaped tracheal stent IFU; tokens are document revision codes, regulatory/patent identifiers, chemical names, figure or numbered-step references, addresses, or citation fragments — not product identifiers.",1-0023806-0-Tracheal-Stent-System-Y-shaped-IFU.pdf p.13
1-s2.0-S0846537114000175-main.pdf,1039E42,1039e42,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,106E17,106e17,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,1075E87,1075e87,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,108SE30,108Se30,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,10MM,10-mm,7,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.7
1-s2.0-S0846537114000175-main.pdf,116E22,116e22,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,121E134,121e134,1,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.1;2;3;4;5;6;7;8;9;10;11;12;13;14
1-s2.0-S0846537114000175-main.pdf,123E6,123e6,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,1252E9,1252e9,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,126E31,126e31,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,1335E45,1335e45,14,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,1464E7,1464e7,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,148E54,148e54,14,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,14MM,14-mm,10,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.10
1-s2.0-S0846537114000175-main.pdf,1522E9,1522e9,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,153E9,153e9,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,1635E9,1635e9,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,164E8,164e8,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,1675E9,1675e9,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,173E9,173e9,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,1763E,1763e,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,1769E72,1769e72,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,176E9,176e9,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,177E84,177e84,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,17MM,17-mm,8,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.8;9
1-s2.0-S0846537114000175-main.pdf,180E6,180e6,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,1923E8,1923e8,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,20MM,20-mm,11,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.11
1-s2.0-S0846537114000175-main.pdf,21E23,21e23,4,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.4
1-s2.0-S0846537114000175-main.pdf,2221E9,2221e9,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,225E35,225e35,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,231E7,231e7,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,240E65,240e65,12,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.12
1-s2.0-S0846537114000175-main.pdf,2418E29,2418e29,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,242E51,242e51,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,247E8,247e8,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,251E7,251e7,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,259E65,259e65,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,261E6,261e6,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,267E75,267e75,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,269E74,269e74,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,278E84,278e84,14,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,289E95,289e95,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,28E30,28e30,4,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.4
1-s2.0-S0846537114000175-main.pdf,2MMESECTION,2-mmesection,12,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.12
1-s2.0-S0846537114000175-main.pdf,2YEAR,2-year,4,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.4;8
1-s2.0-S0846537114000175-main.pdf,303E10,303e10,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,304E17,304e17,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,308E13,308e13,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,314E7,314e7,14,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,315E9,315e9,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,377E84,377e84,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,386E92,386e92,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,395E400,395e400,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,395E409,395e409,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,410E6,410e6,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,428E32,428e32,13,matrix_cell,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
1-s2.0-S0846537114000175-main.pdf,453E8,453e8,14,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.14
1-s2.0-S0846537114000175-main.pdf,47E49,47e49,9,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.9
1-s2.0-S0846537114000175-main.pdf,4YEAR,4-year,4,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.4
1-s2.0-S0846537114000175-main.pdf,537E9,537e9,13,inline_identifier,false,,not_a_product_identifier,document_rule,RULE-050,,false,"Peer-reviewed journal article (pulmonary nodule management); tokens are citation page ranges, DOIs, and dimension text.",1-s2.0-S0846537114000175-main.pdf p.13
